Ticker,Original_Name,Date,Action,Conviction,Entry_Price,T+1w,T+1m,T+3m,T+6m,Verdict
CPS,CPS,"August 8, 2024",Buy on weakness,9,12.85,5.37,6.38,18.99,16.65,CORRECT ✅
CCI,CCI,"August 8, 2024",Hold,7,102.43,-1.56,4.71,-0.68,-17.79,CORRECT ✅
NVDA,NVDA,"August 8, 2024",Avoid,8,104.93,17.04,-2.04,33.3,13.05,FLAT ➖
AMD,AMD,"August 8, 2024",Hold,5,136.32,8.1,-1.45,3.92,-12.34,SAFE 🛡️
ULTA,ULTA,"August 8, 2024",Monitor,4,327.11,11.83,12.38,17.06,25.09,PENDING ⏳
INTC,INTC,"August 8, 2024",Buy on weakness,9,20.49,0.98,-7.81,13.81,-5.86,WRONG ❌
CPS,CPS,"August 8, 2024",Buy on weakness,9,12.85,5.37,6.38,18.99,16.65,CORRECT ✅
CCI,CCI,"August 8, 2024",Hold,7,102.43,-1.56,4.71,-0.68,-17.79,CORRECT ✅
NVDA,NVDA,"August 8, 2024",Avoid,8,104.93,17.04,-2.04,33.3,13.05,FLAT ➖
CCI,CCI,"August 8, 2024",Hold,7,102.43,-1.56,4.71,-0.68,-17.79,CORRECT ✅
CPS,CPS,"August 8, 2024",Buy on weakness,9,12.85,5.37,6.38,18.99,16.65,CORRECT ✅
INTC,INTC,"August 8, 2024",Buy on weakness,9,20.49,0.98,-7.81,13.81,-5.86,WRONG ❌
BABA,BABA,"August 8, 2024",Buy,10,78.98,-0.96,1.08,23.53,27.44,FLAT ➖
BABA,BABA,"August 8, 2024",Buy,10,78.98,-0.96,1.08,23.53,27.44,FLAT ➖
BABA,BABA,"August 8, 2024",Buy,10,78.98,-0.96,1.08,23.53,27.44,FLAT ➖
INTC,INTC,"August 8, 2024",Buy on weakness,9,20.49,0.98,-7.81,13.81,-5.86,WRONG ❌
AMD,AMD,"August 8, 2024",Hold,5,136.32,8.1,-1.45,3.92,-12.34,SAFE 🛡️
ULTA,ULTA,"August 8, 2024",Monitor,4,327.11,11.83,12.38,17.06,25.09,PENDING ⏳
NVDA,NVDA,"August 8, 2024",Avoid,8,104.93,17.04,-2.04,33.3,13.05,FLAT ➖
AMD,AMD,"August 8, 2024",Hold,5,136.32,8.1,-1.45,3.92,-12.34,SAFE 🛡️
ULTA,ULTA,"August 8, 2024",Monitor,4,327.11,11.83,12.38,17.06,25.09,PENDING ⏳
CPS,Cooper Standard,August 22nd 2024,Buy,9,15.32,0.0,-12.01,-7.9,4.7,WRONG ❌
BA,BA,August 22nd 2024,Hold,8,172.76,-0.29,-11.27,-15.72,7.07,WRONG ❌
GXO,GXO,August 22nd 2024,Buy,9,48.93,0.84,5.27,20.01,-15.86,CORRECT ✅
PYPL,PYPL,August 22nd 2024,Buy,8,71.36,2.29,7.33,17.58,9.93,CORRECT ✅
XLU,Utilities (XLU),August 22nd 2024,Sell/Reduce,7,36.29,0.68,6.48,7.69,7.76,WRONG ❌
AAP,Advanced Auto Parts,August 22nd 2024,Buy,9,49.63,-9.69,-19.78,-24.15,-11.71,WRONG ❌
INTC,Intel,August 22nd 2024,Buy,8,20.1,0.15,8.66,20.4,36.27,CORRECT ✅
QXO,QXO,August 22nd 2024,Buy,8,14.0,-3.93,7.71,13.57,-4.64,CORRECT ✅
INTC,Intel,August 22nd 2024,Buy,8,20.1,0.15,8.66,20.4,36.27,CORRECT ✅
QXO,QXO,August 22nd 2024,Buy,8,14.0,-3.93,7.71,13.57,-4.64,CORRECT ✅
GXO,GXO,August 22nd 2024,Buy,9,48.93,0.84,5.27,20.01,-15.86,CORRECT ✅
PYPL,PYPL,August 22nd 2024,Buy,8,71.36,2.29,7.33,17.58,9.93,CORRECT ✅
QXO,QXO,August 22nd 2024,Buy,8,14.0,-3.93,7.71,13.57,-4.64,CORRECT ✅
AAP,Advanced Auto Parts,August 22nd 2024,Buy,9,49.63,-9.69,-19.78,-24.15,-11.71,WRONG ❌
XLU,Utilities (XLU),August 22nd 2024,Sell/Reduce,7,36.29,0.68,6.48,7.69,7.76,WRONG ❌
CPS,Cooper Standard,August 22nd 2024,Buy,9,15.32,0.0,-12.01,-7.9,4.7,WRONG ❌
BA,BA,August 22nd 2024,Hold,8,172.76,-0.29,-11.27,-15.72,7.07,WRONG ❌
PYPL,PYPL,August 22nd 2024,Buy,8,71.36,2.29,7.33,17.58,9.93,CORRECT ✅
GXO,GXO,August 22nd 2024,Buy,9,48.93,0.84,5.27,20.01,-15.86,CORRECT ✅
INTC,Intel,August 22nd 2024,Buy,8,20.1,0.15,8.66,20.4,36.27,CORRECT ✅
AAP,Advanced Auto Parts,August 22nd 2024,Buy,9,49.63,-9.69,-19.78,-24.15,-11.71,WRONG ❌
XLU,Utilities (XLU),August 22nd 2024,Sell/Reduce,7,36.29,0.68,6.48,7.69,7.76,WRONG ❌
CPS,Cooper Standard,August 22nd 2024,Buy,9,15.32,0.0,-12.01,-7.9,4.7,WRONG ❌
BA,BA,August 22nd 2024,Hold,8,172.76,-0.29,-11.27,-15.72,7.07,WRONG ❌
DAL,DAL,"April 10th, 2025",Trade,6,38.99,3.79,29.93,29.19,48.98,CORRECT ✅
JHX,JHX,"April 10th, 2025",Research,7,21.36,5.24,19.15,30.06,-5.95,CORRECT ✅
CPB,CPB,"April 10th, 2025",Pass,4,36.86,-0.66,-4.87,-17.63,-15.12,PENDING ⏳
INTC,INTC,"April 10th, 2025",Hold,7,19.88,-4.78,11.57,17.91,84.05,CORRECT ✅
SWKS,SWKS,"April 10th, 2025",Research,7,52.21,3.97,35.66,45.66,45.65,CORRECT ✅
BABA,BABA,"April 10th, 2025",Hold,7,102.45,4.5,27.23,1.35,82.75,CORRECT ✅
DG,DG,"April 10th, 2025",Hold,5,86.17,6.82,2.71,29.6,13.2,SAFE 🛡️
BA,BA,"April 10th, 2025",Buy,8,155.52,4.1,27.66,45.7,41.29,CORRECT ✅
FSLR,FSLR,"April 10th, 2025",Watch,5,122.19,4.74,27.84,35.85,87.88,PENDING ⏳
VFC,VFC,"April 10th, 2025",Hold,6,11.24,-8.65,26.22,9.67,28.39,SAFE 🛡️
BAX,BAX,"April 10th, 2025",Hold,6,27.77,2.67,13.29,6.52,-16.69,SAFE 🛡️
SWK,SWK,"April 10th, 2025",Buy,7,56.62,-2.51,23.6,25.86,29.8,CORRECT ✅
DIS,DIS,"April 10th, 2025",Buy,8,84.3,-0.49,29.64,42.11,32.85,CORRECT ✅
VFC,VF CORP,"April 10th, 2025",Buy,7,11.24,-8.65,26.22,9.67,28.39,CORRECT ✅
URI,URI,"April 10th, 2025",Hold,8,576.16,1.99,22.74,38.98,71.01,CORRECT ✅
QXO,QXO,"April 10th, 2025",Buy,10,13.2,-0.38,9.47,66.89,49.77,CORRECT ✅
NKE,NKE,"April 10th, 2025",Buy,7,53.42,2.5,15.04,36.12,32.38,CORRECT ✅
ETSY,ETSY,"April 10th, 2025",Hold,7,43.58,1.31,9.2,24.21,60.62,CORRECT ✅
NSC,NSC,"April 10th, 2025",Hold,5,212.09,2.03,11.66,21.43,40.61,SAFE 🛡️
EL,EL,"April 10th, 2025",Hold,7,52.63,2.2,22.63,63.33,67.83,CORRECT ✅
CPS,CPS,2025-12-19,Hold,7,,,,,,PENDING ⏳
HQY,HQY,2025-12-19,Monitor,5,,,,,,PENDING ⏳
NX,NX,2025-12-19,Avoid,1,,,,,,PENDING ⏳
BRSL,BRSL,2025-12-19,Avoid,1,,,,,,PENDING ⏳
KRO,KRO,2025-12-19,Hold,6,,,,,,PENDING ⏳
TCEHY,TCEHY,2025-12-19,Hold,7,,,,,,PENDING ⏳
XBI,XBI,2025-12-19,Monitor for Re-entry,7,,,,,,PENDING ⏳
SLB,SLB,2025-12-19,Hold,6,,,,,,PENDING ⏳
DIS,DIS,2025-12-19,Hold,8,,,,,,PENDING ⏳
F,F,2025-12-19,Hold,7,,,,,,PENDING ⏳
NOV,NOV,2025-12-19,Hold,8,,,,,,PENDING ⏳
VFC,VFC,2025-12-19,Hold,8,,,,,,PENDING ⏳
SWK,SWK,2025-12-19,Hold,8,,,,,,PENDING ⏳
PYPL,PAYPAL,2025-12-19,Buy,10,,,,,,PENDING ⏳
BA,BA,2025-12-19,Hold,9,,,,,,PENDING ⏳
BABA,BABA,2025-12-19,Hold,8,,,,,,PENDING ⏳
PFE,PFE,2025-12-19,Buy,9,,,,,,PENDING ⏳
ETSY,ETSY,2025-12-19,Hold,7,,,,,,PENDING ⏳
INTC,INTC,2025-12-19,Hold,8,,,,,,PENDING ⏳
QXO,QXO,2025-12-19,Hold,7,,,,,,PENDING ⏳
UPS,UPS,2025-12-19,Monitor,5,,,,,,PENDING ⏳
CPS,CPS,2025-12-18,Hold,7,,,,,,PENDING ⏳
KRO,KRO,2025-12-18,Hold,6,4.78,,,,,PENDING ⏳
BRSL,BRSL,2025-12-18,Avoid,1,16.06,,,,,PENDING ⏳
NX,NX,2025-12-18,Avoid,1,16.26,,,,,PENDING ⏳
TCEHY,TCEHY,2025-12-18,Hold,7,77.6,,,,,PENDING ⏳
UPS,UPS,2025-12-18,Monitor,5,,,,,,PENDING ⏳
SLB,SLB,2025-12-18,Hold,6,,,,,,PENDING ⏳
F,F,2025-12-18,Hold,7,,,,,,PENDING ⏳
QXO,QXO,2025-12-18,Hold,7,,,,,,PENDING ⏳
INTC,INTC,2025-12-18,Hold,8,,,,,,PENDING ⏳
ETSY,ETSY,2025-12-18,Hold,7,,,,,,PENDING ⏳
DIS,DIS,2025-12-18,Hold,8,,,,,,PENDING ⏳
PFE,PFE,2025-12-18,Buy,9,,,,,,PENDING ⏳
NOV,NOV,2025-12-18,Hold,8,,,,,,PENDING ⏳
VFC,VFC,2025-12-18,Hold,8,,,,,,PENDING ⏳
SWK,SWK,2025-12-18,Hold,8,,,,,,PENDING ⏳
PYPL,PAYPAL,2025-12-18,Buy,10,,,,,,PENDING ⏳
BA,BA,2025-12-18,Hold,9,,,,,,PENDING ⏳
XBI,XBI,2025-12-18,Monitor for Re-entry,7,,,,,,PENDING ⏳
BABA,BABA,2025-12-18,Hold,8,,,,,,PENDING ⏳
HQY,HQY,2025-12-18,Monitor,5,,,,,,PENDING ⏳
GXO,GXO,2025-12-11,Buy,9,53.8,,,,,PENDING ⏳
DEO,DAGIO,2025-12-11,Hold,7,87.79,,,,,PENDING ⏳
MCO,MCO,2025-12-11,Research,6,485.51,,,,,PENDING ⏳
DEO,DAGIO,2025-12-11,Hold,7,87.79,,,,,PENDING ⏳
PYPL,PAYPAL,2025-12-11,Buy,8,61.69,,,,,PENDING ⏳
BAH,BAH,2025-12-11,Avoid,3,94.38,,,,,PENDING ⏳
AKBA,AKBA,2025-12-11,Avoid,2,1.66,,,,,PENDING ⏳
MQ,MQ,2025-12-11,Avoid,3,4.99,,,,,PENDING ⏳
MQ,MQ,2025-12-11,Avoid,3,4.99,,,,,PENDING ⏳
AKBA,AKBA,2025-12-11,Avoid,2,1.66,,,,,PENDING ⏳
BAH,BAH,2025-12-11,Avoid,3,94.38,,,,,PENDING ⏳
PYPL,PAYPAL,2025-12-11,Buy,8,61.69,,,,,PENDING ⏳
MCO,MCO,2025-12-11,Research,6,485.51,,,,,PENDING ⏳
PFE,PFE,2025-12-11,Buy,9,25.8,,,,,PENDING ⏳
AMCR,AMCR,2025-12-11,Research,6,8.33,,,,,PENDING ⏳
WFG,WFG,2025-12-11,Research,6,61.72,,,,,PENDING ⏳
GIS,GIS,2025-12-11,Buy,7,46.23,,,,,PENDING ⏳
LXS.DE,LXS,2025-12-11,Research,6,17.49,,,,,PENDING ⏳
AMZN,AMZN,2025-12-11,Hold,5,230.28,,,,,PENDING ⏳
HRL,HRL,2025-12-11,Buy,8,23.71,,,,,PENDING ⏳
PZZA,PZZA,2025-12-11,Buy,8,41.94,,,,,PENDING ⏳
NVDA,NVDA,2025-12-11,Hold,6,180.93,,,,,PENDING ⏳
BA,BA,2025-12-11,Hold,7,200.71,,,,,PENDING ⏳
UPS,UPS,2025-12-11,Watch,5,100.48,,,,,PENDING ⏳
AMCR,AMCR,2025-12-11,Research,6,8.33,,,,,PENDING ⏳
WFG,WFG,2025-12-11,Research,6,61.72,,,,,PENDING ⏳
GIS,GIS,2025-12-11,Buy,7,46.23,,,,,PENDING ⏳
LXS.DE,LXS,2025-12-11,Research,6,17.49,,,,,PENDING ⏳
BABA,BABA,2025-12-11,Buy,8,156.9,,,,,PENDING ⏳
META,META,2025-12-11,Hold,7,652.18,,,,,PENDING ⏳
GXO,GXO,2025-12-11,Buy,9,53.8,,,,,PENDING ⏳
INTC,INTC,2025-12-11,Hold,8,39.51,,,,,PENDING ⏳
UPS,UPS,2025-12-11,Watch,5,100.48,,,,,PENDING ⏳
BA,BA,2025-12-11,Hold,7,200.71,,,,,PENDING ⏳
NVDA,NVDA,2025-12-11,Hold,6,180.93,,,,,PENDING ⏳
PZZA,PZZA,2025-12-11,Buy,8,41.94,,,,,PENDING ⏳
HRL,HRL,2025-12-11,Buy,8,23.71,,,,,PENDING ⏳
AMZN,AMZN,2025-12-11,Hold,5,230.28,,,,,PENDING ⏳
LXS.DE,LXS,2025-12-11,Research,6,17.49,,,,,PENDING ⏳
GIS,GIS,2025-12-11,Buy,7,46.23,,,,,PENDING ⏳
WFG,WFG,2025-12-11,Research,6,61.72,,,,,PENDING ⏳
AMCR,AMCR,2025-12-11,Research,6,8.33,,,,,PENDING ⏳
MCO,MCO,2025-12-11,Research,6,485.51,,,,,PENDING ⏳
DEO,DAGIO,2025-12-11,Hold,7,87.79,,,,,PENDING ⏳
PYPL,PAYPAL,2025-12-11,Buy,8,61.69,,,,,PENDING ⏳
BAH,BAH,2025-12-11,Avoid,3,94.38,,,,,PENDING ⏳
AKBA,AKBA,2025-12-11,Avoid,2,1.66,,,,,PENDING ⏳
MQ,MQ,2025-12-11,Avoid,3,4.99,,,,,PENDING ⏳
AMZN,AMZN,2025-12-11,Hold,5,230.28,,,,,PENDING ⏳
INTC,INTC,2025-12-11,Hold,8,39.51,,,,,PENDING ⏳
GXO,GXO,2025-12-11,Buy,9,53.8,,,,,PENDING ⏳
META,META,2025-12-11,Hold,7,652.18,,,,,PENDING ⏳
PYPL,PYPL,2025-12-11,Buy,8,61.69,,,,,PENDING ⏳
PFE,PFE,2025-12-11,Buy,9,25.8,,,,,PENDING ⏳
PYPL,PYPL,2025-12-11,Buy,8,61.69,,,,,PENDING ⏳
BABA,BABA,2025-12-11,Buy,8,156.9,,,,,PENDING ⏳
META,META,2025-12-11,Hold,7,652.18,,,,,PENDING ⏳
GXO,GXO,2025-12-11,Buy,9,53.8,,,,,PENDING ⏳
INTC,INTC,2025-12-11,Hold,8,39.51,,,,,PENDING ⏳
UPS,UPS,2025-12-11,Watch,5,100.48,,,,,PENDING ⏳
BA,BA,2025-12-11,Hold,7,200.71,,,,,PENDING ⏳
NVDA,NVDA,2025-12-11,Hold,6,180.93,,,,,PENDING ⏳
PZZA,PZZA,2025-12-11,Buy,8,41.94,,,,,PENDING ⏳
HRL,HRL,2025-12-11,Buy,8,23.71,,,,,PENDING ⏳
AMZN,AMZN,2025-12-11,Hold,5,230.28,,,,,PENDING ⏳
LNXSY,LNXSY,2025-12-11,Research,6,4.03,,,,,PENDING ⏳
GIS,GIS,2025-12-11,Buy,7,46.23,,,,,PENDING ⏳
WFG,WFG,2025-12-11,Research,6,61.72,,,,,PENDING ⏳
INTC,INTC,2025-12-11,Hold,8,39.51,,,,,PENDING ⏳
AMCR,AMCR,2025-12-11,Research,6,8.33,,,,,PENDING ⏳
MCO,MCO,2025-12-11,Research,6,485.51,,,,,PENDING ⏳
DEO,DEO,2025-12-11,Hold,7,87.79,,,,,PENDING ⏳
PYPL,PYPL,2025-12-11,Buy,8,61.69,,,,,PENDING ⏳
BAH,BAH,2025-12-11,Avoid,3,94.38,,,,,PENDING ⏳
PFE,PFE,2025-12-11,Buy,9,25.8,,,,,PENDING ⏳
BABA,BABA,2025-12-11,Buy,8,156.9,,,,,PENDING ⏳
BABA,BABA,2025-12-11,Buy,8,156.9,,,,,PENDING ⏳
META,META,2025-12-11,Hold,7,652.18,,,,,PENDING ⏳
PYPL,PYPL,2025-12-11,Buy,8,61.69,,,,,PENDING ⏳
PFE,PFE,2025-12-11,Buy,9,25.8,,,,,PENDING ⏳
MQ,MQ,2025-12-11,Avoid,3,4.99,,,,,PENDING ⏳
MQ,MQ,2025-12-11,Avoid,3,4.99,,,,,PENDING ⏳
AKBA,AKBA,2025-12-11,Avoid,2,1.66,,,,,PENDING ⏳
BAH,BAH,2025-12-11,Avoid,3,94.38,,,,,PENDING ⏳
PYPL,PAYPAL,2025-12-11,Buy,8,61.69,,,,,PENDING ⏳
DEO,DAGIO,2025-12-11,Hold,7,87.79,,,,,PENDING ⏳
MCO,MCO,2025-12-11,Research,6,485.51,,,,,PENDING ⏳
AMCR,AMCR,2025-12-11,Research,6,8.33,,,,,PENDING ⏳
WFG,WFG,2025-12-11,Research,6,61.72,,,,,PENDING ⏳
GIS,GIS,2025-12-11,Buy,7,46.23,,,,,PENDING ⏳
LXS.DE,LXS,2025-12-11,Research,6,17.49,,,,,PENDING ⏳
AMZN,AMZN,2025-12-11,Hold,5,230.28,,,,,PENDING ⏳
HRL,HRL,2025-12-11,Buy,8,23.71,,,,,PENDING ⏳
PZZA,PZZA,2025-12-11,Buy,8,41.94,,,,,PENDING ⏳
NVDA,NVDA,2025-12-11,Hold,6,180.93,,,,,PENDING ⏳
BA,BA,2025-12-11,Hold,7,200.71,,,,,PENDING ⏳
UPS,UPS,2025-12-11,Watch,5,100.48,,,,,PENDING ⏳
INTC,INTC,2025-12-11,Hold,8,39.51,,,,,PENDING ⏳
GXO,GXO,2025-12-11,Buy,9,53.8,,,,,PENDING ⏳
PYPL,PYPL,2025-12-11,Buy,8,61.69,,,,,PENDING ⏳
AKBA,AKBA,2025-12-11,Avoid,2,1.66,,,,,PENDING ⏳
HRL,HRL,2025-12-11,Buy,8,23.71,,,,,PENDING ⏳
PFE,PFE,2025-12-11,Buy,9,25.8,,,,,PENDING ⏳
NVDA,NVDA,2025-12-11,Hold,6,180.93,,,,,PENDING ⏳
PZZA,PZZA,2025-12-11,Buy,8,41.94,,,,,PENDING ⏳
UPS,UPS,2025-12-11,Watch,5,100.48,,,,,PENDING ⏳
BA,BA,2025-12-11,Hold,7,200.71,,,,,PENDING ⏳
META,META,2025-12-11,Hold,7,652.18,,,,,PENDING ⏳
BABA,BABA,2025-12-11,Buy,8,156.9,,,,,PENDING ⏳
PYPL,PYPL,2025-12-11,Buy,8,61.69,,,,,PENDING ⏳
LLY,LLY,2025-12-04,Hold,5,1014.49,-0.5,,,,PENDING ⏳
BAX,BAX,2025-12-04,Buy,8,18.48,2.27,,,,PENDING ⏳
PYPL,PAYPAL,2025-12-04,Buy,9,61.73,-0.06,,,,PENDING ⏳
BABA,BABA,2025-12-04,Hold,7,157.44,-0.34,,,,PENDING ⏳
GXO,GXO,2025-12-04,Buy,9,52.15,3.16,,,,PENDING ⏳
AMZN,AMZN,2025-12-04,Hold,5,229.11,0.51,,,,PENDING ⏳
GM,GM,2025-12-04,Buy,7,75.14,7.6,,,,PENDING ⏳
F,F,2025-12-04,Buy,7,13.14,3.73,,,,PENDING ⏳
CPS,CPS,2025-12-04,Buy,8,29.98,6.4,,,,PENDING ⏳
CTRA,CTRA,2025-12-04,Buy,9,27.34,-3.11,,,,PENDING ⏳
CRK,CRK,2025-12-04,Buy,9,26.83,-19.87,,,,PENDING ⏳
QXO,QXO,2025-12-04,Buy,7,20.58,7.48,,,,PENDING ⏳
HRL,HORMEL,2025-12-04,Buy,7,24.16,-1.86,,,,PENDING ⏳
NVDA,NVDA,2025-12-04,Hold,5,183.38,-1.34,,,,PENDING ⏳
INTC,INTC,2025-12-04,Buy,7,40.5,-2.44,,,,PENDING ⏳
SPY,S&P 500,2025-12-04,Hold,5,684.39,0.7,,,,PENDING ⏳
VFC,VF,2025-12-04,Hold,5,18.48,7.1,,,,PENDING ⏳
LLY,LLY,2025-12-04,Hold,5,1014.49,-0.5,,,,PENDING ⏳
PZZA,PAPA,2025-12-04,Buy,8,42.36,-0.99,,,,PENDING ⏳
PFE,PFE,2025-12-04,Buy,9,25.7,0.39,,,,PENDING ⏳
PFE,PFE,2025-12-04,Buy,9,25.7,0.39,,,,PENDING ⏳
PZZA,PZZA,2025-12-04,Buy,8,42.36,-0.99,,,,PENDING ⏳
CCI,CCI,2025-12-04,Buy,8,87.57,3.65,,,,PENDING ⏳
SPY,SPY,2025-12-04,Hold,5,684.39,0.7,,,,PENDING ⏳
VFC,VF,2025-12-04,Hold,5,18.48,7.1,,,,PENDING ⏳
AMZN,AMZN,2025-12-04,Hold,5,229.11,0.51,,,,PENDING ⏳
SPY,S&P 500,2025-12-04,Hold,5,684.39,0.7,,,,PENDING ⏳
INTC,INTC,2025-12-04,Buy,7,40.5,-2.44,,,,PENDING ⏳
NVDA,NVDA,2025-12-04,Hold,5,183.38,-1.34,,,,PENDING ⏳
QXO,QXO,2025-12-04,Buy,7,20.58,7.48,,,,PENDING ⏳
BAX,BAX,2025-12-04,Buy,8,18.48,2.27,,,,PENDING ⏳
CRK,CRK,2025-12-04,Buy,9,26.83,-19.87,,,,PENDING ⏳
CTRA,CTRA,2025-12-04,Buy,9,27.34,-3.11,,,,PENDING ⏳
CPS,CPS,2025-12-04,Buy,8,29.98,6.4,,,,PENDING ⏳
F,F,2025-12-04,Buy,7,13.14,3.73,,,,PENDING ⏳
GM,GM,2025-12-04,Buy,7,75.14,7.6,,,,PENDING ⏳
GXO,GXO,2025-12-04,Buy,9,52.15,3.16,,,,PENDING ⏳
MSFT,MSFT,2025-12-04,Hold,5,480.84,0.55,,,,PENDING ⏳
DHER.DE,DH ER,2025-12-04,Hold,5,18.58,15.39,,,,PENDING ⏳
TTWO,TTWO,2025-12-04,Hold,5,247.51,-2.06,,,,PENDING ⏳
BA,BA,2025-12-04,Hold,7,201.87,-0.57,,,,PENDING ⏳
ATI,ATI,2025-12-04,Hold,5,100.4,10.21,,,,PENDING ⏳
SBAC,SBAC,2025-12-04,Hold,5,190.0,1.49,,,,PENDING ⏳
BMY,BMY,2025-12-04,Hold,5,51.95,-1.44,,,,PENDING ⏳
SWK,STANLEY BLACK & DECKER,2025-12-04,Buy,7,72.21,6.0,,,,PENDING ⏳
GNRC,GENERRACK,2025-12-04,Buy,8,163.24,2.7,,,,PENDING ⏳
BA,BA,2025-12-04,Hold,7,201.87,-0.57,,,,PENDING ⏳
XOM,XOM,2025-12-04,Hold,5,117.14,2.05,,,,PENDING ⏳
DIS,DIS,2025-12-04,Hold,7,104.76,5.68,,,,PENDING ⏳
DIS,DIS,2025-12-04,Hold,7,104.76,5.68,,,,PENDING ⏳
PFE,PFE,2025-12-04,Buy,9,25.7,0.39,,,,PENDING ⏳
MSFT,MSFT,2025-12-04,Hold,5,480.84,0.55,,,,PENDING ⏳
SBAC,SBAC,2025-12-04,Hold,5,190.0,1.49,,,,PENDING ⏳
ATI,ATI,2025-12-04,Hold,5,100.4,10.21,,,,PENDING ⏳
HQY,HQY,2025-12-04,Hold,5,95.67,1.8,,,,PENDING ⏳
TTWO,TTWO,2025-12-04,Hold,5,247.51,-2.06,,,,PENDING ⏳
DHR,DHR,2025-12-04,Hold,5,227.13,2.31,,,,PENDING ⏳
BABA,BABA,2025-12-04,Hold,7,157.44,-0.34,,,,PENDING ⏳
PYPL,PAYPAL,2025-12-04,Buy,9,61.73,-0.06,,,,PENDING ⏳
CCI,CCI,2025-12-04,Buy,8,87.57,3.65,,,,PENDING ⏳
HRL,HORMEL,2025-12-04,Buy,7,24.16,-1.86,,,,PENDING ⏳
SPY,SPY,2025-12-04,Hold,5,684.39,0.7,,,,PENDING ⏳
XOM,XOM,2025-12-04,Hold,5,117.14,2.05,,,,PENDING ⏳
LLY,LLY,2025-12-04,Hold,5,1014.49,-0.5,,,,PENDING ⏳
DIS,DIS,2025-12-04,Hold,7,104.76,5.68,,,,PENDING ⏳
BA,BA,2025-12-04,Hold,7,201.87,-0.57,,,,PENDING ⏳
GNRC,GENERRACK,2025-12-04,Buy,8,163.24,2.7,,,,PENDING ⏳
SWK,STANLEY BLACK & DECKER,2025-12-04,Buy,7,72.21,6.0,,,,PENDING ⏳
BMY,BMY,2025-12-04,Hold,5,51.95,-1.44,,,,PENDING ⏳
SBAC,SBAC,2025-12-04,Hold,5,190.0,1.49,,,,PENDING ⏳
ATI,ATI,2025-12-04,Hold,5,100.4,10.21,,,,PENDING ⏳
HQY,HQY,2025-12-04,Hold,5,95.67,1.8,,,,PENDING ⏳
TTWO,TTWO,2025-12-04,Hold,5,247.51,-2.06,,,,PENDING ⏳
DHER.DE,DH ER,2025-12-04,Hold,5,18.58,15.39,,,,PENDING ⏳
BMY,BMY,2025-12-04,Hold,5,51.95,-1.44,,,,PENDING ⏳
SWK,SWK,2025-12-04,Buy,7,72.21,6.0,,,,PENDING ⏳
GNRC,GNRC,2025-12-04,Buy,8,163.24,2.7,,,,PENDING ⏳
BA,BA,2025-12-04,Hold,7,201.87,-0.57,,,,PENDING ⏳
VFC,VFC,2025-12-04,Hold,5,18.48,7.1,,,,PENDING ⏳
SPY,SPY,2025-12-04,Hold,5,684.39,0.7,,,,PENDING ⏳
INTC,INTC,2025-12-04,Buy,7,40.5,-2.44,,,,PENDING ⏳
NVDA,NVDA,2025-12-04,Hold,5,183.38,-1.34,,,,PENDING ⏳
QXO,QXO,2025-12-04,Buy,7,20.58,7.48,,,,PENDING ⏳
BAX,BAX,2025-12-04,Buy,8,18.48,2.27,,,,PENDING ⏳
CRK,CRK,2025-12-04,Buy,9,26.83,-19.87,,,,PENDING ⏳
CTRA,CTRA,2025-12-04,Buy,9,27.34,-3.11,,,,PENDING ⏳
CPS,CPS,2025-12-04,Buy,8,29.98,6.4,,,,PENDING ⏳
F,F,2025-12-04,Buy,7,13.14,3.73,,,,PENDING ⏳
GM,GM,2025-12-04,Buy,7,75.14,7.6,,,,PENDING ⏳
AMZN,AMZN,2025-12-04,Hold,5,229.11,0.51,,,,PENDING ⏳
GXO,GXO,2025-12-04,Buy,9,52.15,3.16,,,,PENDING ⏳
BABA,BABA,2025-12-04,Hold,7,157.44,-0.34,,,,PENDING ⏳
PYPL,PYPL,2025-12-04,Buy,9,61.73,-0.06,,,,PENDING ⏳
CCI,CCI,2025-12-04,Buy,8,87.57,3.65,,,,PENDING ⏳
HRL,HRL,2025-12-04,Buy,7,24.16,-1.86,,,,PENDING ⏳
SPY,SPY,2025-12-04,Hold,5,684.39,0.7,,,,PENDING ⏳
MSFT,MSFT,2025-12-04,Hold,5,480.84,0.55,,,,PENDING ⏳
XOM,XOM,2025-12-04,Hold,5,117.14,2.05,,,,PENDING ⏳
DIS,DIS,2025-12-04,Hold,7,104.76,5.68,,,,PENDING ⏳
PZZA,PAPA,2025-12-04,Buy,8,42.36,-0.99,,,,PENDING ⏳
HQY,HQY,2025-12-04,Hold,5,95.67,1.8,,,,PENDING ⏳
XOM,XOM,2025-12-04,Hold,5,117.14,2.05,,,,PENDING ⏳
DIS,DIS,2025-12-04,Hold,7,104.76,5.68,,,,PENDING ⏳
GNRC,GENERRACK,2025-12-04,Buy,8,163.24,2.7,,,,PENDING ⏳
SWK,STANLEY BLACK & DECKER,2025-12-04,Buy,7,72.21,6.0,,,,PENDING ⏳
BMY,BMY,2025-12-04,Hold,5,51.95,-1.44,,,,PENDING ⏳
ATI,ATI,2025-12-04,Hold,5,100.4,10.21,,,,PENDING ⏳
HQY,HQY,2025-12-04,Hold,5,95.67,1.8,,,,PENDING ⏳
TTWO,TTWO,2025-12-04,Hold,5,247.51,-2.06,,,,PENDING ⏳
